Member_ID,Member_Name,Village,District,Loan_Amount_BDT,Interest_Rate_Percent,Loan_Start_Date,Loan_End_Date,Installment_Amount_BDT,Payment_Status
M12298,Nusrat Talukder,Shantipur,Chattogram,28203,12,10/27/2023,10/26/2024,2632.28,Late
M12299,Arif Ahmed,Charpara,Dhaka,28490,18,5/18/2025,5/18/2026,2801.52,Late
M12300,Imran Akter,Sonapur,Dhaka,186583,18,9/20/2024,9/20/2025,18347.33,Late
M12301,Sabbir Talukder,Sonapur,Sylhet,134460,15,3/23/2024,3/23/2025,12885.75,Paid
M12302,Mitu Khan,Uttarpara,Barishal,33787,18,1/10/2023,1/10/2024,3322.39,Ongoing
M12303,Fatema Begum,Sonapur,Barishal,176350,15,6/19/2024,6/19/2025,16900.21,Due
M12304,Karim Begum,Shantipur,Rangpur,148410,15,9/1/2024,9/1/2025,14222.62,Ongoing
M12305,Salma Sheikh,Kazipara,Dhaka,55491,10,9/24/2023,9/23/2024,5086.68,Due
M12306,Karim Talukder,Modhupur,Mymensingh,195899,20,8/11/2025,8/11/2026,19589.9,Paid
M12307,Mitu Ahmed,Modhupur,Mymensingh,172325,20,5/1/2024,5/1/2025,17232.5,Due
M12308,Arif Islam,Boro Bazar,Barishal,138236,18,9/19/2024,9/19/2025,13593.21,Ongoing
M12309,Shila Islam,Boro Bazar,Dhaka,199532,20,6/12/2023,6/11/2024,19953.2,Paid
M12310,Arif Ahmed,Dakkhinpara,Chattogram,162765,20,3/8/2023,3/7/2024,16276.5,Ongoing
M12311,Rahim Islam,Shantipur,Mymensingh,109343,18,2/17/2024,2/16/2025,10752.06,Late
M12312,Salma Hossain,Dakkhinpara,Chattogram,33400,15,3/24/2024,3/24/2025,3200.83,Ongoing
M12313,Tania Miah,Boro Bazar,Khulna,49109,18,8/7/2025,8/7/2026,4829.05,Late
M12314,Rahim Hossain,Boro Bazar,Rangpur,190894,18,1/2/2024,1/1/2025,18771.24,Due
M12315,Rafiq Begum,Dakkhinpara,Sylhet,75394,18,8/23/2023,8/22/2024,7413.74,Late
M12316,Karim Rahman,Shantipur,Rajshahi,149480,12,10/7/2023,10/6/2024,13951.47,Ongoing
M12317,Hasan Rahman,Kazipara,Mymensingh,53738,18,1/28/2023,1/28/2024,5284.24,Due
M12318,Hasan Miah,Charpara,Sylhet,186275,10,1/18/2025,1/18/2026,17075.21,Due
M12319,Rafiq Rahman,Dakkhinpara,Rajshahi,148064,15,9/18/2024,9/18/2025,14189.47,Ongoing
M12320,Karim Islam,Boro Bazar,Mymensingh,158343,20,10/6/2024,10/6/2025,15834.3,Due
M12321,Fatema Begum,Dakkhinpara,Barishal,119539,20,1/23/2023,1/23/2024,11953.9,Late
M12322,Nusrat Miah,Boro Bazar,Barishal,167102,10,6/7/2023,6/6/2024,15317.68,Due
M12323,Imran Rahman,Charpara,Khulna,165155,15,9/7/2024,9/7/2025,15827.35,Late
M12324,Karim Begum,Sonapur,Chattogram,23512,12,1/16/2024,1/15/2025,2194.45,Due
M12325,Ayesha Khan,Shantipur,Chattogram,136869,15,3/2/2023,3/1/2024,13116.61,Due
M12326,Rahim Rahman,Charpara,Chattogram,198473,10,1/21/2024,1/20/2025,18193.36,Paid
M12327,Imran Talukder,Charpara,Sylhet,71395,18,1/7/2024,1/6/2025,7020.51,Paid
M12328,Fatema Miah,Uttarpara,Khulna,182396,10,7/24/2025,7/24/2026,16719.63,Late
M12329,Fatema Miah,Modhupur,Chattogram,94428,20,4/19/2024,4/19/2025,9442.8,Late
M12330,Hasan Sheikh,Uttarpara,Rangpur,163247,20,12/31/2023,12/30/2024,16324.7,Late
M12331,Karim Begum,Uttarpara,Khulna,120475,12,7/31/2023,7/30/2024,11244.33,Ongoing
M12332,Tania Rahman,Kazipara,Barishal,158223,20,5/3/2023,5/2/2024,15822.3,Late
M12333,Imran Khan,Shantipur,Khulna,78592,18,12/12/2023,12/11/2024,7728.21,Due
M12334,Hasan Hossain,Uttarpara,Rajshahi,94075,12,6/16/2023,6/15/2024,8780.33,Late
M12335,Rahim Talukder,Sonapur,Rangpur,147774,12,4/24/2024,4/24/2025,13792.24,Paid
M12336,Karim Ahmed,Dakkhinpara,Barishal,159978,15,8/1/2023,7/31/2024,15331.23,Late
M12337,Hasan Miah,Kazipara,Sylhet,187217,12,3/23/2025,3/23/2026,17473.59,Late
M12338,Rahim Rahman,Modhupur,Rangpur,103359,12,9/14/2023,9/13/2024,9646.84,Paid
M12339,Karim Hossain,Boro Bazar,Sylhet,41808,12,7/24/2024,7/24/2025,3902.08,Due
M12340,Shila Akter,Shantipur,Chattogram,97976,20,8/28/2023,8/27/2024,9797.6,Ongoing
M12341,Karim Miah,Dakkhinpara,Sylhet,124380,12,5/4/2025,5/4/2026,11608.8,Due
M12342,Rahim Rahman,Modhupur,Rajshahi,25146,18,3/17/2024,3/17/2025,2472.69,Late
M12343,Shila Rahman,Shantipur,Rajshahi,130945,20,8/22/2023,8/21/2024,13094.5,Due
M12344,Imran Begum,Shantipur,Khulna,57287,20,9/23/2023,9/22/2024,5728.7,Paid
M12345,Imran Hossain,Kazipara,Mymensingh,105180,10,10/1/2023,9/30/2024,9641.5,Late
M12346,Karim Akter,Charpara,Dhaka,112708,18,7/19/2024,7/19/2025,11082.95,Paid
M12347,Karim Akter,Shantipur,Dhaka,177120,18,2/8/2024,2/7/2025,17416.8,Ongoing
M12348,Jamal Khan,Modhupur,Chattogram,176974,20,4/23/2023,4/22/2024,17697.4,Late
M12349,Fatema Talukder,Charpara,Mymensingh,163931,12,4/25/2024,4/25/2025,15300.23,Late
M12350,Hasan Islam,Kazipara,Chattogram,127449,10,10/25/2023,10/24/2024,11682.82,Late
M12351,Shila Begum,Dakkhinpara,Sylhet,92452,20,5/8/2024,5/8/2025,9245.2,Late
M12352,Tania Ahmed,Charpara,Barishal,77716,12,8/31/2025,8/31/2026,7253.49,Paid
M12353,Hasan Begum,Boro Bazar,Chattogram,154981,18,9/6/2023,9/5/2024,15239.8,Ongoing
M12354,Rafiq Khan,Charpara,Barishal,22939,20,10/20/2023,10/19/2024,2293.9,Ongoing
M12355,Shila Talukder,Modhupur,Khulna,158277,15,6/11/2024,6/11/2025,15168.21,Late
M12356,Salma Talukder,Kazipara,Rangpur,58414,10,6/2/2024,6/2/2025,5354.62,Due
M12357,Karim Talukder,Modhupur,Mymensingh,147315,12,2/20/2023,2/20/2024,13749.4,Due
M12358,Arif Khan,Charpara,Rajshahi,190182,18,12/5/2023,12/4/2024,18701.23,Ongoing
M12359,Shila Hossain,Dakkhinpara,Khulna,168872,15,7/11/2025,7/11/2026,16183.57,Late
M12360,Sabbir Rahman,Kazipara,Chattogram,112752,20,11/9/2023,11/8/2024,11275.2,Late
M12361,Hasan Talukder,Boro Bazar,Rajshahi,188461,15,2/5/2025,2/5/2026,18060.85,Due
M12362,Rafiq Begum,Uttarpara,Sylhet,41518,18,6/28/2023,6/27/2024,4082.6,Late
M12363,Tania Akter,Boro Bazar,Mymensingh,33543,12,7/22/2023,7/21/2024,3130.68,Late
M12364,Ayesha Talukder,Shantipur,Barishal,38579,10,10/18/2023,10/17/2024,3536.41,Due
M12365,Fatema Rahman,Boro Bazar,Barishal,50029,15,9/25/2025,9/25/2026,4794.45,Late
M12366,Jamal Akter,Uttarpara,Barishal,90306,18,10/3/2023,10/2/2024,8880.09,Due
M12367,Fatema Begum,Charpara,Dhaka,77128,20,7/2/2025,7/2/2026,7712.8,Late
M12368,Jamal Islam,Kazipara,Chattogram,85065,10,4/20/2025,4/20/2026,7797.62,Paid
M12369,Ayesha Sheikh,Uttarpara,Rajshahi,35004,15,1/1/2025,1/1/2026,3354.55,Ongoing
M12370,Rahim Khan,Shantipur,Mymensingh,77923,15,6/11/2025,6/11/2026,7467.62,Paid
M12371,Jamal Hossain,Charpara,Rangpur,108919,10,9/8/2024,9/8/2025,9984.24,Ongoing
M12372,Arif Khan,Charpara,Barishal,128533,15,8/17/2024,8/17/2025,12317.75,Ongoing
M12373,Tania Miah,Dakkhinpara,Barishal,120090,18,3/2/2023,3/1/2024,11808.85,Ongoing
M12374,Tania Islam,Shantipur,Rajshahi,73248,20,7/28/2025,7/28/2026,7324.8,Due
M12375,Rahim Rahman,Charpara,Khulna,77222,10,7/18/2024,7/18/2025,7078.68,Late
M12376,Fatema Begum,Shantipur,Rajshahi,134833,18,3/5/2024,3/5/2025,13258.58,Due
M12377,Rafiq Hossain,Sonapur,Khulna,125679,15,3/24/2023,3/23/2024,12044.24,Ongoing
M12378,Karim Hossain,Charpara,Mymensingh,98397,10,10/26/2024,10/26/2025,9019.73,Late
M12379,Imran Talukder,Sonapur,Rajshahi,185659,12,5/5/2024,5/5/2025,17328.17,Due
M12380,Tania Sheikh,Modhupur,Rangpur,197063,15,7/11/2024,7/11/2025,18885.2,Ongoing
M12381,Nusrat Khan,Shantipur,Rajshahi,30133,15,4/21/2023,4/20/2024,2887.75,Paid
M12382,Karim Miah,Shantipur,Rangpur,124634,20,2/21/2023,2/21/2024,12463.4,Late
M12383,Salma Rahman,Kazipara,Chattogram,123390,20,7/16/2023,7/15/2024,12339,Paid
M12384,Nusrat Talukder,Sonapur,Barishal,194914,10,6/1/2023,5/31/2024,17867.12,Ongoing
M12385,Ayesha Rahman,Dakkhinpara,Khulna,91284,15,4/27/2023,4/26/2024,8748.05,Paid
M12386,Shila Talukder,Uttarpara,Dhaka,105565,15,1/1/2023,1/1/2024,10116.65,Ongoing
M12387,Imran Sheikh,Dakkhinpara,Dhaka,64508,20,7/2/2025,7/2/2026,6450.8,Paid
M12388,Hasan Talukder,Kazipara,Rangpur,174383,20,6/4/2025,6/4/2026,17438.3,Due
M12389,Hasan Islam,Uttarpara,Sylhet,105379,10,3/16/2023,3/15/2024,9659.74,Due
M12390,Salma Khan,Shantipur,Dhaka,118435,10,8/15/2024,8/15/2025,10856.54,Late
M12391,Tania Islam,Sonapur,Dhaka,48759,15,7/17/2023,7/16/2024,4672.74,Late
M12392,Karim Sheikh,Uttarpara,Rajshahi,93680,20,8/16/2024,8/16/2025,9368,Late
M12393,Fatema Rahman,Uttarpara,Khulna,40135,15,7/3/2023,7/2/2024,3846.27,Late
M12394,Jamal Khan,Shantipur,Barishal,88904,20,9/12/2025,9/12/2026,8890.4,Ongoing
M12395,Tania Akter,Charpara,Khulna,139406,15,6/6/2023,6/5/2024,13359.74,Paid
M12396,Tania Begum,Kazipara,Rangpur,68756,18,4/17/2024,4/17/2025,6761.01,Late
M12397,Karim Khan,Uttarpara,Rajshahi,145757,18,2/22/2023,2/22/2024,14332.77,Ongoing
M12398,Shila Akter,Shantipur,Chattogram,116821,15,4/25/2023,4/24/2024,11195.35,Paid
M12399,Sabbir Rahman,Shantipur,Rangpur,107768,15,4/22/2025,4/22/2026,10327.77,Paid
M12400,Ayesha Miah,Modhupur,Barishal,112618,12,10/24/2023,10/23/2024,10511.01,Late
M12401,Salma Ahmed,Sonapur,Chattogram,196831,10,8/26/2023,8/25/2024,18042.84,Paid
M12402,Jamal Khan,Boro Bazar,Sylhet,32145,15,5/7/2025,5/7/2026,3080.56,Late
M12403,Mitu Begum,Sonapur,Mymensingh,122259,10,12/23/2024,12/23/2025,11207.07,Due
M12404,Karim Islam,Sonapur,Sylhet,147741,12,4/24/2024,4/24/2025,13789.16,Ongoing
M12405,Arif Islam,Charpara,Rangpur,135324,15,10/14/2023,10/13/2024,12968.55,Paid
M12406,Ayesha Khan,Dakkhinpara,Mymensingh,104096,12,3/27/2024,3/27/2025,9715.63,Due
M12407,Sabbir Begum,Boro Bazar,Barishal,110125,12,10/24/2024,10/24/2025,10278.33,Ongoing
M12408,Shila Rahman,Kazipara,Rangpur,168835,15,4/21/2024,4/21/2025,16180.02,Due
M12409,Fatema Islam,Charpara,Barishal,189544,20,9/7/2023,9/6/2024,18954.4,Late
M12410,Ayesha Akter,Dakkhinpara,Khulna,29979,12,5/22/2025,5/22/2026,2798.04,Late
M12411,Rafiq Hossain,Boro Bazar,Khulna,177752,20,7/20/2025,7/20/2026,17775.2,Ongoing
M12412,Tania Talukder,Boro Bazar,Rangpur,139140,18,3/4/2025,3/4/2026,13682.1,Ongoing
M12413,Imran Talukder,Modhupur,Mymensingh,172607,20,2/2/2025,2/2/2026,17260.7,Late
M12414,Jamal Akter,Boro Bazar,Sylhet,149860,15,6/23/2023,6/22/2024,14361.58,Paid
M12415,Mitu Khan,Sonapur,Chattogram,189210,12,7/19/2024,7/19/2025,17659.6,Due
M12416,Nusrat Miah,Shantipur,Chattogram,185349,15,7/2/2025,7/2/2026,17762.61,Due
M12417,Shila Islam,Kazipara,Dhaka,189072,18,4/12/2023,4/11/2024,18592.08,Due
M12418,Imran Akter,Charpara,Barishal,36435,20,12/14/2024,12/14/2025,3643.5,Due
M12419,Rahim Sheikh,Sonapur,Barishal,125006,10,10/6/2023,10/5/2024,11458.88,Late
M12420,Tania Begum,Shantipur,Chattogram,35888,12,7/23/2025,7/23/2026,3349.55,Late
M12421,Rahim Khan,Dakkhinpara,Chattogram,173860,20,3/9/2024,3/9/2025,17386,Late
M12422,Arif Talukder,Charpara,Chattogram,154292,20,1/30/2025,1/30/2026,15429.2,Due
M12423,Ayesha Islam,Modhupur,Mymensingh,109266,20,3/4/2024,3/4/2025,10926.6,Paid
M12424,Arif Hossain,Kazipara,Rangpur,118127,20,7/26/2025,7/26/2026,11812.7,Due
M12425,Fatema Sheikh,Kazipara,Barishal,88114,12,4/21/2025,4/21/2026,8223.97,Paid
M12426,Salma Sheikh,Shantipur,Rajshahi,86431,12,5/2/2024,5/2/2025,8066.89,Late
M12427,Arif Miah,Uttarpara,Chattogram,28161,15,5/17/2023,5/16/2024,2698.76,Due
M12428,Mitu Khan,Boro Bazar,Rangpur,91411,10,9/21/2023,9/20/2024,8379.34,Paid
M12429,Hasan Hossain,Uttarpara,Dhaka,51506,10,6/8/2023,6/7/2024,4721.38,Late
M12430,Sabbir Rahman,Sonapur,Rajshahi,116778,12,10/6/2023,10/5/2024,10899.28,Late
M12431,Imran Islam,Modhupur,Dhaka,126802,20,1/9/2023,1/9/2024,12680.2,Paid
M12432,Fatema Islam,Modhupur,Rajshahi,199376,18,2/17/2023,2/17/2024,19605.31,Paid
M12433,Hasan Hossain,Dakkhinpara,Rangpur,164291,10,1/25/2025,1/25/2026,15060.01,Late
M12434,Fatema Akter,Charpara,Rajshahi,44054,20,2/20/2024,2/19/2025,4405.4,Late
M12435,Fatema Talukder,Shantipur,Dhaka,32411,20,12/19/2024,12/19/2025,3241.1,Late
M12436,Arif Akter,Sonapur,Khulna,44489,20,9/24/2024,9/24/2025,4448.9,Late
M12437,Salma Ahmed,Charpara,Rajshahi,176860,18,7/9/2023,7/8/2024,17391.23,Late
M12438,Sabbir Rahman,Dakkhinpara,Barishal,139113,12,1/7/2024,1/6/2025,12983.88,Paid
M12439,Arif Rahman,Sonapur,Mymensingh,106017,15,8/5/2023,8/4/2024,10159.96,Ongoing
M12440,Salma Begum,Uttarpara,Dhaka,105616,15,8/28/2024,8/28/2025,10121.53,Paid
M12441,Mitu Begum,Modhupur,Sylhet,152261,15,2/27/2024,2/26/2025,14591.68,Due
M12442,Shila Islam,Shantipur,Dhaka,131715,15,3/16/2025,3/16/2026,12622.69,Ongoing
M12443,Rahim Hossain,Modhupur,Dhaka,115679,20,2/8/2025,2/8/2026,11567.9,Due
M12444,Rahim Rahman,Charpara,Dhaka,40525,12,5/20/2024,5/20/2025,3782.33,Paid
M12445,Tania Hossain,Modhupur,Rajshahi,44447,12,3/28/2024,3/28/2025,4148.39,Late
M12446,Tania Begum,Kazipara,Barishal,38065,18,8/12/2023,8/11/2024,3743.06,Due
M12447,Jamal Rahman,Dakkhinpara,Chattogram,91076,10,10/2/2023,10/1/2024,8348.63,Late
M12448,Shila Miah,Charpara,Sylhet,101864,10,9/3/2023,9/2/2024,9337.53,Paid
M12449,Rahim Ahmed,Shantipur,Chattogram,81628,12,9/23/2023,9/22/2024,7618.61,Late
M12450,Mitu Akter,Uttarpara,Dhaka,26881,18,12/25/2023,12/24/2024,2643.3,Ongoing
M12451,Mitu Islam,Boro Bazar,Dhaka,37196,18,1/8/2025,1/8/2026,3657.61,Late
M12452,Ayesha Hossain,Shantipur,Barishal,137300,20,8/2/2023,8/1/2024,13730,Late
M12453,Rahim Khan,Kazipara,Mymensingh,87136,18,7/11/2024,7/11/2025,8568.37,Paid
M12454,Sabbir Akter,Shantipur,Dhaka,158589,18,5/30/2023,5/29/2024,15594.58,Paid
M12455,Sabbir Islam,Dakkhinpara,Khulna,113460,20,10/27/2024,10/27/2025,11346,Ongoing
M12456,Tania Hossain,Modhupur,Barishal,105611,10,11/5/2023,11/4/2024,9681.01,Ongoing
M12457,Karim Ahmed,Dakkhinpara,Mymensingh,121236,20,2/7/2024,2/6/2025,12123.6,Late
M12458,Sabbir Sheikh,Kazipara,Barishal,148940,10,8/19/2023,8/18/2024,13652.83,Late
M12459,Ayesha Miah,Sonapur,Rajshahi,57593,20,10/7/2024,10/7/2025,5759.3,Late
M12460,Fatema Miah,Dakkhinpara,Sylhet,31342,12,6/25/2023,6/24/2024,2925.25,Late
M12461,Salma Hossain,Dakkhinpara,Mymensingh,91527,12,4/18/2025,4/18/2026,8542.52,Late
M12462,Shila Miah,Uttarpara,Khulna,155227,10,5/9/2025,5/9/2026,14229.14,Late
M12463,Imran Khan,Boro Bazar,Barishal,114019,10,8/22/2023,8/21/2024,10451.74,Due
M12464,Arif Miah,Sonapur,Chattogram,126284,15,8/4/2024,8/4/2025,12102.22,Paid
M12465,Nusrat Ahmed,Kazipara,Rajshahi,124484,15,5/31/2025,5/31/2026,11929.72,Due
M12466,Rahim Sheikh,Kazipara,Mymensingh,62296,10,11/6/2023,11/5/2024,5710.47,Due
M12467,Hasan Akter,Charpara,Dhaka,192360,12,12/9/2023,12/8/2024,17953.6,Paid
M12468,Karim Khan,Kazipara,Rangpur,25228,20,3/4/2025,3/4/2026,2522.8,Late
M12469,Nusrat Akter,Modhupur,Mymensingh,59385,12,3/5/2024,3/5/2025,5542.6,Ongoing
M12470,Imran Miah,Boro Bazar,Dhaka,72782,20,7/25/2023,7/24/2024,7278.2,Due
M12471,Rafiq Talukder,Boro Bazar,Mymensingh,144679,15,3/27/2024,3/27/2025,13865.07,Due
M12472,Karim Sheikh,Boro Bazar,Mymensingh,50648,10,12/5/2023,12/4/2024,4642.73,Ongoing
M12473,Sabbir Begum,Modhupur,Mymensingh,194740,10,1/7/2023,1/7/2024,17851.17,Ongoing
M12474,Fatema Talukder,Charpara,Sylhet,179880,15,9/28/2023,9/27/2024,17238.5,Paid
M12475,Rafiq Khan,Uttarpara,Rajshahi,127538,18,6/7/2023,6/6/2024,12541.24,Ongoing
M12476,Mitu Akter,Uttarpara,Sylhet,20732,20,8/31/2024,8/31/2025,2073.2,Ongoing
M12477,Hasan Akter,Sonapur,Barishal,125305,20,7/12/2025,7/12/2026,12530.5,Late
M12478,Arif Hossain,Modhupur,Sylhet,173146,20,3/26/2023,3/25/2024,17314.6,Late
M12479,Tania Talukder,Boro Bazar,Sylhet,93179,15,8/19/2025,8/19/2026,8929.65,Late
M12480,Hasan Sheikh,Boro Bazar,Rangpur,156706,18,5/12/2024,5/12/2025,15409.42,Due
M12481,Nusrat Sheikh,Boro Bazar,Dhaka,117733,10,6/7/2024,6/7/2025,10792.19,Late
M12482,Karim Rahman,Charpara,Barishal,86170,12,1/25/2023,1/25/2024,8042.53,Paid
M12483,Nusrat Talukder,Boro Bazar,Chattogram,89727,18,6/3/2025,6/3/2026,8823.16,Late
M12484,Jamal Islam,Kazipara,Rangpur,147527,10,5/1/2023,4/30/2024,13523.31,Late
M12485,Sabbir Ahmed,Modhupur,Rajshahi,99113,15,5/17/2025,5/17/2026,9498.33,Late
M12486,Fatema Begum,Shantipur,Rajshahi,99455,15,5/6/2025,5/6/2026,9531.1,Paid
M12487,Imran Sheikh,Sonapur,Barishal,79922,12,11/1/2024,11/1/2025,7459.39,Ongoing
M12488,Jamal Talukder,Dakkhinpara,Sylhet,63836,18,6/18/2025,6/18/2026,6277.21,Paid
M12489,Rafiq Sheikh,Modhupur,Rajshahi,104049,15,3/27/2025,3/27/2026,9971.36,Ongoing
M12490,Salma Ahmed,Charpara,Rajshahi,126040,18,2/6/2023,2/6/2024,12393.93,Paid
M12491,Arif Begum,Charpara,Dhaka,98598,20,12/13/2024,12/13/2025,9859.8,Ongoing
M12492,Rahim Sheikh,Dakkhinpara,Dhaka,131137,20,10/5/2023,10/4/2024,13113.7,Paid
M12493,Sabbir Ahmed,Charpara,Sylhet,69227,15,3/11/2025,3/11/2026,6634.25,Paid
M12494,Karim Khan,Dakkhinpara,Mymensingh,142980,15,1/6/2025,1/6/2026,13702.25,Due
M12495,Arif Khan,Kazipara,Barishal,69900,18,7/19/2023,7/18/2024,6873.5,Paid
M12496,Mitu Begum,Modhupur,Sylhet,112611,12,2/14/2025,2/14/2026,10510.36,Ongoing
M12497,Arif Miah,Sonapur,Chattogram,198025,12,8/1/2023,7/31/2024,18482.33,Due
M12498,Karim Hossain,Modhupur,Barishal,74876,12,3/2/2023,3/1/2024,6988.43,Late
M12499,Nusrat Rahman,Boro Bazar,Mymensingh,97117,12,8/27/2023,8/26/2024,9064.25,Ongoing
M12500,Ayesha Miah,Kazipara,Dhaka,199664,20,12/23/2023,12/22/2024,19966.4,Paid
M12501,Salma Begum,Kazipara,Barishal,177075,15,1/20/2023,1/20/2024,16969.69,Due
M12502,Sabbir Sheikh,Kazipara,Rangpur,149267,15,11/21/2024,11/21/2025,14304.75,Paid
M12503,Jamal Islam,Boro Bazar,Mymensingh,168453,12,2/21/2024,2/20/2025,15722.28,Late
M12504,Imran Hossain,Shantipur,Rajshahi,75232,12,9/4/2025,9/4/2026,7021.65,Due
M12505,Hasan Sheikh,Modhupur,Mymensingh,112428,12,7/13/2024,7/13/2025,10493.28,Ongoing
M12506,Hasan Miah,Shantipur,Rangpur,189649,10,5/16/2025,5/16/2026,17384.49,Paid
M12507,Karim Rahman,Shantipur,Barishal,25462,15,12/13/2024,12/13/2025,2440.11,Late
M12508,Rafiq Hossain,Boro Bazar,Rajshahi,189705,12,9/21/2024,9/21/2025,17705.8,Due
M12509,Ayesha Rahman,Dakkhinpara,Dhaka,168802,12,6/11/2024,6/11/2025,15754.85,Ongoing
M12510,Shila Akter,Charpara,Mymensingh,93366,15,4/28/2023,4/27/2024,8947.57,Paid
M12511,Ayesha Hossain,Kazipara,Barishal,110510,20,3/27/2024,3/27/2025,11051,Late
M12512,Nusrat Akter,Kazipara,Khulna,181523,10,6/23/2023,6/22/2024,16639.61,Paid
M12513,Hasan Begum,Uttarpara,Mymensingh,75447,12,6/19/2024,6/19/2025,7041.72,Ongoing
M12514,Rahim Khan,Sonapur,Barishal,138408,15,8/2/2025,8/2/2026,13264.1,Due
M12515,Nusrat Sheikh,Dakkhinpara,Rajshahi,95484,20,2/8/2025,2/8/2026,9548.4,Due
M12516,Mitu Khan,Charpara,Mymensingh,140494,12,5/17/2024,5/17/2025,13112.77,Paid
M12517,Hasan Sheikh,Uttarpara,Barishal,60956,12,1/14/2024,1/13/2025,5689.23,Late
M12518,Ayesha Sheikh,Shantipur,Rangpur,188417,18,5/26/2024,5/26/2025,18527.67,Paid
M12519,Jamal Islam,Charpara,Barishal,56353,10,6/2/2023,6/1/2024,5165.69,Due
M12520,Shila Hossain,Uttarpara,Dhaka,113690,10,2/6/2024,2/5/2025,10421.58,Late
M12521,Tania Sheikh,Boro Bazar,Rajshahi,97167,10,9/18/2024,9/18/2025,8906.98,Ongoing
M12522,Imran Sheikh,Boro Bazar,Chattogram,111332,18,7/2/2023,7/1/2024,10947.65,Due
M12523,Rafiq Rahman,Sonapur,Rangpur,97748,20,3/7/2025,3/7/2026,9774.8,Paid
M12524,Fatema Begum,Sonapur,Rangpur,111310,20,7/5/2024,7/5/2025,11131,Late
M12525,Mitu Begum,Kazipara,Khulna,54331,18,4/13/2024,4/13/2025,5342.55,Due
M12526,Ayesha Akter,Boro Bazar,Rajshahi,30593,20,6/7/2024,6/7/2025,3059.3,Ongoing
M12527,Tania Begum,Shantipur,Khulna,70881,18,7/9/2023,7/8/2024,6969.97,Paid
M12528,Fatema Sheikh,Boro Bazar,Chattogram,169621,20,6/19/2023,6/18/2024,16962.1,Paid
M12529,Tania Rahman,Charpara,Khulna,74588,20,4/18/2023,4/17/2024,7458.8,Due
M12530,Sabbir Khan,Dakkhinpara,Sylhet,122704,20,4/3/2025,4/3/2026,12270.4,Ongoing
M12531,Karim Khan,Charpara,Chattogram,99373,18,7/27/2025,7/27/2026,9771.68,Paid
M12532,Rahim Talukder,Kazipara,Chattogram,84209,20,10/2/2023,10/1/2024,8420.9,Ongoing
M12533,Imran Akter,Boro Bazar,Dhaka,144302,20,8/19/2025,8/19/2026,14430.2,Ongoing
M12534,Arif Sheikh,Boro Bazar,Rangpur,161691,15,8/7/2023,8/6/2024,15495.39,Ongoing
M12535,Shila Talukder,Kazipara,Mymensingh,21059,15,10/5/2023,10/4/2024,2018.15,Due
M12536,Ayesha Ahmed,Sonapur,Rangpur,143699,12,11/29/2024,11/29/2025,13411.91,Ongoing
M12537,Sabbir Akter,Boro Bazar,Rajshahi,48847,12,2/28/2023,2/28/2024,4559.05,Late
M12538,Mitu Begum,Shantipur,Rangpur,121749,18,6/28/2023,6/27/2024,11971.99,Late
M12539,Rahim Islam,Sonapur,Chattogram,178110,12,5/28/2023,5/27/2024,16623.6,Due
M12540,Arif Rahman,Charpara,Rajshahi,100308,12,9/3/2024,9/3/2025,9362.08,Due
M12541,Tania Begum,Sonapur,Dhaka,165841,15,6/5/2024,6/5/2025,15893.1,Due
M12542,Karim Islam,Dakkhinpara,Sylhet,184421,15,5/22/2025,5/22/2026,17673.68,Late
M12543,Shila Miah,Dakkhinpara,Rajshahi,170675,18,11/6/2024,11/6/2025,16783.04,Due
M12544,Shila Rahman,Shantipur,Mymensingh,36543,20,6/15/2025,6/15/2026,3654.3,Paid
M12545,Sabbir Sheikh,Uttarpara,Mymensingh,149856,15,2/20/2024,2/19/2025,14361.2,Ongoing
M12546,Karim Akter,Kazipara,Rajshahi,115406,12,10/22/2024,10/22/2025,10771.23,Ongoing
M12547,Mitu Khan,Charpara,Rajshahi,187030,12,7/20/2023,7/19/2024,17456.13,Ongoing
M12548,Imran Ahmed,Charpara,Rangpur,25247,20,3/18/2025,3/18/2026,2524.7,Ongoing
M12549,Karim Miah,Kazipara,Khulna,59576,20,9/21/2023,9/20/2024,5957.6,Paid
M12550,Nusrat Khan,Modhupur,Chattogram,112051,15,1/7/2024,1/6/2025,10738.22,Ongoing
M12551,Rafiq Talukder,Modhupur,Mymensingh,187600,10,7/26/2025,7/26/2026,17196.67,Due
M12552,Tania Ahmed,Kazipara,Dhaka,80192,18,1/13/2024,1/12/2025,7885.55,Paid
M12553,Salma Talukder,Uttarpara,Rajshahi,85420,10,8/11/2023,8/10/2024,7830.17,Paid
M12554,Jamal Islam,Boro Bazar,Chattogram,41239,12,7/1/2023,6/30/2024,3848.97,Paid
M12555,Nusrat Talukder,Dakkhinpara,Sylhet,189078,10,6/30/2025,6/30/2026,17332.15,Ongoing
M12556,Rafiq Hossain,Kazipara,Mymensingh,20346,20,1/8/2024,1/7/2025,2034.6,Due
M12557,Salma Khan,Dakkhinpara,Mymensingh,35914,18,3/28/2024,3/28/2025,3531.54,Ongoing
M12558,Salma Akter,Shantipur,Khulna,85575,12,10/12/2024,10/12/2025,7987,Paid
M12559,Fatema Sheikh,Uttarpara,Barishal,148600,20,7/30/2023,7/29/2024,14860,Paid
M12560,Tania Khan,Uttarpara,Rajshahi,162445,20,2/2/2025,2/2/2026,16244.5,Paid
